,brand,model_name,screen_size,ram,rom,cams,sim_type,battary,sale_percentage,product_rating,seller_name,seller_score,seller_followers,Reviews
123,Maxfone,MaxfoneMax 80plus 5075mAh Inbuilt battery ,6.52,2.0,16.0,5MP + 8MP,Dual,5075.0,35%,0.0,Made Familiar,54%,1,No reviews
124,Maxfone,MAX 5X ,6.1,1.0,8.0,5MP + 5MP,Dual,3200.0,36%,0.0,Nytel Solutions,54%,131,No reviews
125,Samsung,Galaxy A34 5G ,6.6,6.0,128.0,48MP + 8MP + 5MP + 13MP,Dual,5000.0,14%,5.0,CELLTIC CORNER,100%,592,No reviews
126,Nokia,C32 ,6.5,7.0,64.0,50MP + 2MP + 8MP,Dual,0.0,4%,5.0,Minestar,86%,1002,"[ (5 out of 5) Great phone ], [ (5 out of 5) I like it ], [ (5 out of 5) Nice Phone ]"
127,Samsung,Galaxy A14 4G ,6.6,4.0,128.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,33%,4.5,Avenue Phones,100%,696,No reviews
128,XIAOMI,XIAOMI 10A ,6.53,6.0,128.0,13MP + 5MP,Dual,5000.0,19%,0.0,IT  Solution,60%,49,No reviews
129,Oppo,A15s Renewed ,6.52,6.0,128.0,13MP + 2MP + 2MP + 8MP,Dual,4230.0,30%,0.0,Badili Phones,66%,110,No reviews
130,Tecno,Spark 10C ,6.6,12.0,128.0,16MP + 2MP,Dual,5000.0,17%,3.8,BIG VIEW,100%,68,No reviews
131,Tecno,Spark 10 ,6.6,8.0,128.0,50MP + 8MP + 50MP,Dual,5000.0,23%,4.1,Minestar,86%,1002,No reviews
132,Samsung,Galaxy A24 4G ,6.5,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,33%,0.0,Samsung Ecco World -,100%,177,No reviews
133,Samsung,Galaxy A14 4G ,6.6,4.0,128.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,13%,0.0,NGALA STORE,94%,123,No reviews
134,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,22%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
135,Samsung,Galaxy S8 ,5.8,4.0,64.0,12MP + 8MP,Single,0.0,38%,3.7,mzazi tech hub,54%,97,"[ (4 out of 5) perfect ], [ (5 out of 5) Samsung Galaxy s8 ], [ (4 out of 5) S8 plain ], [ (4 out of 5) I like it. ]"
136,Infinix,Smart 7 Plus ,6.6,9.0,64.0,13MP + 5MP,Dual,6000.0,32%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
137,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,30%,0.0,Minestar,86%,1002,No reviews
138,XIAOMI,Redmi Note 12 ,6.67,6.0,128.0,50MP + 8MP + 2MP,Dual,0.0,20%,0.0,Minestar,86%,1002,No reviews
139,Realme,C55 ,6.72,8.0,256.0,64MP,Dual,5000.0,25%,5.0,Minestar,86%,1002,No reviews
140,Samsung,Galaxy S10 Plus Renewed ,6.4,8.0,128.0,76MP + 12MP + 12MP + 16MP + 10MP + 8MP,Single,4100.0,0,0.0,Badili Phones,66%,110,No reviews
141,Oppo,F11 Renewed ,6.5,6.0,64.0,72MP + 48MP + 5MP + 16MP,Dual,4020.0,0,0.0,Badili Phones,66%,110,No reviews
142,Samsung,Galaxy F23 5G ,6.6,6.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,0.0,10%,5.0,Superfly,74%,284,[ (5 out of 5) Great ]
143,Samsung,Galaxy M13 ,6.6,6.0,128.0,50MP + 5MP + 2MP + 8MP,Dual,5000.0,10%,4.4,KM KENYA ELECTRONICS,80%,1467,"[ (5 out of 5) I like it ], [ (5 out of 5) Good quality ], [ (5 out of 5) Working well ], [ (5 out of 5) perfect ???? ]"
144,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,47%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
145,Tecno,Spark 9PRO ,6.6,4.0,128.0,50MP + 32MP,Dual,5000.0,43%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
146,Samsung,Galaxy A04e ,6.5,3.0,32.0,13MP + 2MP + 5MP,Dual,0.0,29%,0.0,Minestar,86%,1002,No reviews
147,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,22%,5.0,CELLINY COLLECTIONS,74%,967,No reviews
148,Oppo,Reno 10 Pro 5G ,6.7,12.0,256.0,50MP + 32MP + 8MP + 32MP,Dual,4600.0,14%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
149,Nokia,G11 Plus ,6.52,4.0,64.0,50MP + 2MP + 8MP,Dual,0.0,32%,0.0,Little Angels,40%,1014,No reviews
150,Oppo,A17K ,6.56,3.0,64.0,8MP + 2MP + 5MP,Dual,5000.0,15%,0.0,Minestar,86%,1002,No reviews
151,Oppo,A58 Display ,6.72,6.0,128.0,0/2MP + 8MP,Dual,5000.0,26%,0.0,Kingsly,74%,287,No reviews
152,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,25%,5.0,SmartNets Enterprises,74%,249,No reviews
153,Samsung,Galaxy F13 ,6.6,4.0,128.0,50MP + 5MP + 2MP + 8MP,Dual,6000.0,22%,4.5,KM KENYA ELECTRONICS,80%,1467,No reviews
154,Tecno,Spark 10 Pro ,6.8,8.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,38%,5.0,Minestar,86%,1002,[ (5 out of 5) Good ]
155,Tecno,CAMON 20 Pro 4G Mr Doodle Edition ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,29%,0.0,Kingsly,74%,287,No reviews
156,Tecno,Spark 10 ,6.6,16.0,128.0,50MP + 8MP + 50MP,Dual,5000.0,24%,0.0,Minestar,86%,1002,No reviews
157,Oppo,A17K ,6.56,3.0,64.0,8MP,Dual,5000.0,44%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
158,Sowhat,Find 40 ,6.6,2.0,32.0,5MP + 13MP,Dual,4000.0,23%,2.0,Sowhat Mobiles,80%,4,No reviews
159,Sowhat,Find 40 ,6.6,2.0,32.0,5MP + 13MP,Dual,4000.0,23%,0.0,Sowhat Mobiles,80%,4,No reviews
160,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,30%,0.0,SmartNets Enterprises,74%,249,No reviews
161,Samsung,Galaxy A34 5G ,6.6,6.0,128.0,48MP + 8MP + 5MP + 13MP,Dual,5000.0,0,0.0,Iconcept mobile,94%,103,No reviews
162,XIAOMI,Redmi A2 ,6.52,3.0,64.0,8MP + 5MP,Dual,5000.0,16%,0.0,XIAOMI KE,100%,9268,No reviews
163,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,9%,4.4,Superfly,74%,284,[ (5 out of 5) I like the phone. ]
164,Tecno,Spark 10 Pro ,6.8,16.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,33%,0.0,Minestar,86%,1002,No reviews
165,Oppo,A17 ,6.56,4.0,64.0,50MP + 2MP + 5MP,Dual,0.0,46%,0.0,Minestar,86%,1002,No reviews
166,Tecno,Spark 10 Pro ,6.8,16.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,33%,0.0,Minestar,86%,1002,No reviews
167,Apple,IPhone 15 Pro ,6.1,8.0,256.0,48MP + 12MP + 12MP + 12MP + 12MP,Single,3274.0,0,0.0,CELLTIC CORNER,100%,592,No reviews
168,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,32%,0.0,Minestar,86%,1002,No reviews
169,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,30%,0.0,Minestar,86%,1002,No reviews
170,Tecno,Spark 10C ,6.6,8.0,128.0,16MP + 2MP,Dual,5000.0,40%,0.0,Minestar,86%,1002,No reviews
171,Sowhat,Find 40 ,6.6,2.0,32.0,5MP + 13MP,Dual,4000.0,23%,2.0,Sowhat Mobiles,80%,4,No reviews
172,Sowhat,Find 40 ,6.6,2.0,32.0,5MP + 13MP,Dual,4000.0,23%,0.0,Sowhat Mobiles,80%,4,No reviews
173,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,30%,0.0,SmartNets Enterprises,74%,249,No reviews
174,Samsung,Galaxy A34 5G ,6.6,6.0,128.0,48MP + 8MP + 5MP + 13MP,Dual,5000.0,0,0.0,Iconcept mobile,94%,103,No reviews
175,XIAOMI,Redmi A2 ,6.52,3.0,64.0,8MP + 5MP,Dual,5000.0,16%,0.0,XIAOMI KE,100%,9268,No reviews
176,Tecno,Spark 10 Pro ,6.8,16.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,33%,0.0,Minestar,86%,1002,No reviews
177,Oppo,A17 ,6.56,4.0,64.0,50MP + 2MP + 5MP,Dual,0.0,46%,0.0,Minestar,86%,1002,No reviews
178,Tecno,Spark 10 Pro ,6.8,16.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,33%,0.0,Minestar,86%,1002,No reviews
179,Oppo,A17K ,6.56,3.0,64.0,8MP + 2MP + 5MP,Dual,5000.0,14%,0.0,Minestar,86%,1002,No reviews
180,Apple,IPhone 15 Pro ,6.1,8.0,256.0,48MP + 12MP + 12MP + 12MP + 12MP,Single,3274.0,0,0.0,CELLTIC CORNER,100%,592,No reviews
181,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,30%,0.0,Minestar,86%,1002,No reviews
182,Tecno,Spark 10C ,6.6,8.0,128.0,16MP + 2MP,Dual,5000.0,40%,0.0,Minestar,86%,1002,No reviews
183,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,32%,0.0,Minestar,86%,1002,No reviews
184,Samsung,Galaxy Note20 Ultra 5G ,6.9,12.0,128.0,108MP + 12MP + 12MP + 10MP,Dual,0.0,21%,0.0,Smart Products Kenya,86%,14,No reviews
185,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,22%,1.0,Superfly,74%,284,No reviews
186,Oppo,A58 ,6.72,6.0,128.0,50MP + 2MP + 8MP,Dual,5000.0,34%,0.0,Minestar,86%,1002,No reviews
187,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,24%,3.5,Superfly,74%,284,No reviews
188,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,0,5.0,CELLTIC CORNER,100%,592,No reviews
189,Oppo,Reno 10 5G ,6.7,8.0,256.0,64MP + 32MP + 8MP + 32MP,Dual,5000.0,23%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
190,Samsung,Galaxy F23 5G ,6.6,6.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,5000.0,10%,0.0,Superfly,74%,284,No reviews
191,XIAOMI,Redmi Note 12s ,6.43,8.0,256.0,108MP + 8MP + 2MP + 12MP,Dual,5000.0,5%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
192,Nokia,C1 2nd Edition ,5.45,1.0,16.0,5MP + 5MP,Dual,0.0,25%,0.0,Minestar,86%,1002,No reviews
193,Samsung,Galaxy A24 4G ,6.5,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,17%,5.0,Iconcept mobile,94%,103,No reviews
194,Oppo,A17K ,6.56,3.0,64.0,8MP + 2MP + 5MP,Dual,5000.0,15%,0.0,Minestar,86%,1002,No reviews
195,Oppo,A98 5G ,6.72,8.0,256.0,64MP + 2MP + 2MP + 32MP,Dual,5000.0,30%,0.0,Minestar,86%,1002,No reviews
196,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,29%,0.0,SmartNets Enterprises,74%,249,No reviews
197,Oppo,A17K ,6.56,3.0,64.0,8MP + 2MP + 5MP,Dual,5000.0,12%,0.0,Minestar,86%,1002,No reviews
198,XIAOMI,Redmi 10A ,6.53,4.0,128.0,13MP + 5MP,Dual,5000.0,1%,0.0,Superfly,74%,284,No reviews
199,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,24%,0.0,Superfly,74%,284,No reviews
200,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,20%,0.0,Kingsly,74%,287,No reviews
201,Oppo,A58 Display ,6.72,6.0,128.0,0/2MP + 8MP,Dual,5000.0,27%,0.0,Kingsly,74%,287,No reviews
202,Samsung,Galaxy F23 5G ,6.6,6.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,5000.0,10%,4.0,Superfly,74%,284,[ (4 out of 5) latest mobile ]
203,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,32%,3.7,Little Angels,40%,1014,[ (5 out of 5) I like it ]
204,Oppo,A17 ,6.56,4.0,64.0,13MP + 5MP,Dual,5000.0,8%,5.0,Superfly,74%,284,No reviews
205,Tecno,Spark 10 Pro Display ,6.8,8.0,256.0,50MP + 32MP,Dual,5000.0,31%,4.0,Kingsly,74%,287,No reviews
206,XIAOMI,Redmi 12c ,6.71,4.0,128.0,50MP + 0.08MP + 5MP,Dual,5000.0,1%,5.0,KM KENYA ELECTRONICS,80%,1467,No reviews
207,Samsung,Galaxy A04s ,6.5,4.0,128.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,16%,0.0,Minestar,86%,1002,No reviews
208,XIAOMI,Redmi Note 12 ,6.67,6.0,128.0,50MP + 8MP + 2MP,Dual,0.0,8%,0.0,Superfly,74%,284,No reviews
209,Oppo,Reno10 5G ,6.7,8.0,256.0,64MP + 32MP + 8MP + 32MP,Dual,5000.0,29%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
210,Oppo,A17K ,6.56,3.0,64.0,8MP,Dual,5000.0,16%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
211,Oppo,Reno10 Pro ,6.7,12.0,256.0,50MP + 32MP + 8MP + 32MP,Dual,4600.0,4%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
212,Tecno,Spark 10C ,6.6,8.0,128.0,16MP + 2MP,Dual,5000.0,28%,0.0,Minestar,86%,1002,No reviews
213,Samsung,Galaxy M34 5G ,6.5,6.0,128.0,50MP + 8MP + 2MP + 13MP,Dual,6000.0,27%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
214,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP + 13MP,Dual,5000.0,45%,0.0,Minestar,86%,1002,No reviews
215,Samsung,Galaxy A14 4G ,6.6,4.0,128.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,14%,0.0,NGALA STORE,94%,123,No reviews
216,Samsung,Galaxy S10 ,6.1,8.0,128.0,948MP,Single,0.0,0,0.0,Jinsheng Digital,50%,4,No reviews
217,Samsung,Galaxy A04s ,6.5,4.0,64.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,20%,5.0,Avenue Phones,100%,696,No reviews
218,Vivo,Y36 ,6.64,8.0,128.0,50MP + 2MP + 16MP,Dual,5000.0,21%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
219,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,0.0,25%,0.0,Superfly,74%,284,No reviews
220,Tecno,Pop 7 ,6.6,2.0,64.0,5MP + 8MP,Dual,5000.0,20%,5.0,t markets,98%,3,No reviews
221,XIAOMI,Redmi 10C ,6.7,4.0,128.0,5MP,Dual,0.0,1%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
222,Realme,C55 ,6.72,6.0,128.0,64MP,Dual,5000.0,10%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
223,XIAOMI,Redmi 10C ,6.7,4.0,64.0,5MP,Dual,0.0,8%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
224,Infinix,Hot 30 ,6.78,8.0,256.0,50MP + 8MP,Dual,5000.0,8%,0.0,Minestar,86%,1002,No reviews
225,Oppo,A58 ,6.72,8.0,128.0,50MP + 2MP + 8MP,Dual,5000.0,25%,0.0,Minestar,86%,1002,No reviews
226,Tecno,Spark 10 Pro ,6.6,8.0,128.0,50MP + 32MP,Dual,5000.0,22%,0.0,Kingsly,74%,287,No reviews
227,Tecno,Spark 10 Pro ,6.8,16.0,256.0,50MP + 32MP,Dual,5000.0,20%,0.0,VANTON TECH,60%,150,No reviews
228,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,31%,4.0,Little Angels,40%,1014,[ (5 out of 5) jumia ]
229,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,28%,0.0,SmartNets Enterprises,74%,249,No reviews
230,Samsung,Galaxy Note20 Ultra 5G ,6.9,12.0,128.0,108MP + 12MP + 12MP + 10MP,Dual,0.0,21%,0.0,Smart Products Kenya,86%,14,No reviews
231,Samsung,Galaxy A04 ,6.5,4.0,64.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,32%,3.5,CELLINY COLLECTIONS,74%,967,"[ (4 out of 5) Good ], [ (2 out of 5) Always need to reboot when turned on ], [ (3 out of 5) I like it ]"
232,Nokia,C32 ,6.5,11.0,64.0,50MP + 2MP + 8MP,Dual,0.0,7%,0.0,Minestar,86%,1002,No reviews
233,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP + 13MP,Dual,5000.0,23%,5.0,Superfly,74%,284,No reviews
234,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,24%,3.5,Superfly,74%,284,No reviews
235,Realme,C55 ,6.72,8.0,256.0,64MP,Dual,5000.0,10%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
236,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,16%,4.6,Minestar,86%,1002,[ (5 out of 5) its a good phone ]
237,Tecno,Spark 10 Pro ,6.8,24.0,128.0,50MP + 32MP,Dual,0.0,21%,5.0,KM KENYA ELECTRONICS,80%,1467,No reviews
238,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,18%,0.0,SmartNets Enterprises,74%,249,No reviews
239,Tecno,Pop 7 Pro Display ,6.56,4.0,64.0,13MP + 5MP,Dual,5000.0,24%,0.0,Kingsly,74%,287,No reviews
240,Oppo,Reno 8 4G ,6.43,8.0,256.0,2MP + 32MP,Dual,4500.0,25%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
241,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,34%,0.0,Minestar,86%,1002,No reviews
242,Infinix,HOT 12 Display ,6.82,4.0,128.0,13MP + 8MP,Dual,5000.0,20%,3.5,Kingsly,74%,287,No reviews
243,Tecno,Pop 7 Pro Disp ,6.56,3.0,64.0,13MP + 5MP,Dual,5000.0,16%,0.0,Kingsly,74%,287,No reviews
244,Tecno,CAMON 20 Pro 4G Mr Doodle Edition Night ,6.67,16.0,256.0,32MP + 64MP,Dual,5000.0,20%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
245,XIAOMI,REDMI A2 PLUS ,6.52,2.0,32.0,8MP + 5MP,Dual,0.0,23%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
246,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,32%,5.0,Little Angels,40%,1014,No reviews
247,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,21%,0.0,SmartNets Enterprises,74%,249,No reviews
248,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP + 13MP,Dual,5000.0,45%,0.0,Minestar,86%,1002,No reviews
249,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,24%,0.0,Superfly,74%,284,No reviews
250,Samsung,Galaxy Z Flip5 ,6.7,8.0,256.0,12MP + 12MP + 10MP,Dual,3700.0,0,0.0,CELLTIC CORNER,100%,592,No reviews
251,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,19%,0.0,Minestar,86%,1002,No reviews
252,Tecno,Pop 6 ,6.1,2.0,32.0,5MP + 5MP,Dual,5000.0,3%,0.0,Little Angels,40%,1014,No reviews
253,Samsung,Galaxy A24 4G ,6.5,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,20%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
254,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,25%,0.0,SmartNets Enterprises,74%,249,No reviews
255,Samsung,Galaxy M33 5G ,6.6,6.0,128.0,50MP + 5MP + 2MP + 2MP + 8MP,Dual,6000.0,10%,0.0,NOVA PHONES,80%,1277,No reviews
256,Infinix,NOTE 30 VIP ,6.67,8.0,256.0,109MP + 2MP,Dual,0.0,1%,0.0,SmartNets Enterprises,74%,249,No reviews
257,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,23%,0.0,SmartNets Enterprises,74%,249,No reviews
258,Vivo,Y36 ,6.64,8.0,128.0,50MP + 2MP + 16MP,Dual,5000.0,24%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
259,Nokia,C1 2nd Edition ,5.45,1.0,16.0,5MP + 5MP,Dual,0.0,25%,0.0,Minestar,86%,1002,No reviews
260,Samsung,Galaxy A04s ,6.5,4.0,64.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,1%,0.0,t markets,98%,3,No reviews
261,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,29%,0.0,SmartNets Enterprises,74%,249,No reviews
262,XIAOMI,Redmi 10A ,6.53,4.0,128.0,13MP + 5MP,Dual,5000.0,1%,0.0,Superfly,74%,284,No reviews
263,Oppo,A78 4G ,6.43,8.0,256.0,50MP + 8MP,Dual,5000.0,30%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
264,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,31%,0.0,SmartNets Enterprises,74%,249,No reviews
265,XIAOMI,Redmi A2 ,6.52,2.0,32.0,8MP + 5MP,Dual,5000.0,26%,0.0,MNI NabŘi Dealers,60%,17,No reviews
266,Samsung,Galaxy F23 5G ,6.6,6.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,5000.0,10%,4.0,Superfly,74%,284,[ (4 out of 5) latest mobile ]
267,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,19%,5.0,Minestar,86%,1002,No reviews
268,Tecno,Spark 10 Pro ,6.8,8.0,128.0,50MP + 2MP + 32MP,Dual,5000.0,16%,4.0,Superfly,74%,284,No reviews
269,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,18%,0.0,Minestar,86%,1002,No reviews
270,Tecno,Spark 10C ,6.6,8.0,128.0,16MP + 2MP,Dual,5000.0,41%,0.0,Minestar,86%,1002,No reviews
271,Tecno,Spark 10 Pro ,6.8,8.0,256.0,50MP + 32MP,Dual,5000.0,33%,5.0,Kingsly,74%,287,[ (5 out of 5) storage ]
272,Oppo,A58 ,6.72,6.0,128.0,50MP + 2MP + 8MP,Dual,5000.0,36%,0.0,Minestar,86%,1002,No reviews
273,XIAOMI,Redmi Note 12 ,6.67,8.0,128.0,50MP + 8MP + 2MP,Dual,0.0,21%,4.0,SmartNets Enterprises,74%,249,No reviews
274,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,21%,0.0,SmartNets Enterprises,74%,249,No reviews
275,Samsung,Galaxy F04 ,6.5,4.0,64.0,13MP + 2MP + 5MP,Dual,5000.0,43%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
276,Nokia,C1 2nd Edition ,5.45,1.0,16.0,5MP + 5MP,Dual,0.0,25%,0.0,Minestar,86%,1002,No reviews
277,Oppo,A98 5G ,6.72,8.0,256.0,64MP + 2MP + 2MP + 32MP,Dual,5000.0,13%,0.0,Amira Store,100%,219,No reviews
278,Oppo,A98 5G ,6.72,8.0,256.0,64MP + 2MP + 2MP + 32MP,Dual,5000.0,30%,0.0,Minestar,86%,1002,No reviews
279,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,29%,0.0,SmartNets Enterprises,74%,249,No reviews
280,XIAOMI,Redmi 10A ,6.53,4.0,128.0,13MP + 5MP,Dual,5000.0,1%,0.0,Superfly,74%,284,No reviews
281,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,20%,0.0,Kingsly,74%,287,No reviews
282,Tecno,Spark 10C ,6.6,4.0,128.0,16MP + 2MP,Dual,5000.0,30%,0.0,Marcus shop,94%,15,No reviews
283,Tecno,Spark 10c ,6.6,12.0,128.0,16MP + 8MP,Dual,5000.0,44%,5.0,KM KENYA ELECTRONICS,80%,1467,No reviews
284,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,32%,3.7,Little Angels,40%,1014,[ (5 out of 5) I like it ]
285,Nokia,C32 ,6.5,11.0,64.0,50MP + 2MP + 8MP,Dual,0.0,9%,0.0,Minestar,86%,1002,No reviews
286,Nokia,C1 2nd Edition ,5.45,1.0,16.0,5MP + 5MP,Dual,0.0,28%,0.0,Superfly,74%,284,No reviews
287,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,22%,3.0,CELLINY COLLECTIONS,74%,967,No reviews
288,Realme,C55 ,6.72,8.0,256.0,64MP,Dual,5000.0,25%,5.0,Minestar,86%,1002,No reviews
289,Samsung,Galaxy S10 Plus Renewed ,6.4,8.0,128.0,76MP + 12MP + 12MP + 16MP + 10MP + 8MP,Single,4100.0,0,0.0,Badili Phones,66%,110,No reviews
290,Oppo,F11 Renewed ,6.5,6.0,64.0,72MP + 48MP + 5MP + 16MP,Dual,4020.0,0,0.0,Badili Phones,66%,110,No reviews
291,XIAOMI,Redmi 12 ,6.79,4.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,5000.0,27%,0.0,SmartNets Enterprises,74%,249,No reviews
292,Tecno,Spark 10 ,6.6,16.0,128.0,50MP + 8MP + 50MP,Dual,5000.0,23%,0.0,Minestar,86%,1002,No reviews
293,Samsung,Galaxy A04s ,6.5,4.0,64.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,19%,0.0,Minestar,86%,1002,No reviews
294,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,47%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
295,XIAOMI,Redmi A2 ,6.52,3.0,64.0,8MP + 5MP,Dual,5000.0,20%,0.0,SmartNets Enterprises,74%,249,No reviews
296,Tecno,Spark 9PRO ,6.6,4.0,128.0,50MP + 32MP,Dual,5000.0,43%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
297,Samsung,Galaxy A04e ,6.5,3.0,32.0,13MP + 2MP + 5MP,Dual,0.0,29%,0.0,Minestar,86%,1002,No reviews
298,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,38%,0.0,SmartNets Enterprises,74%,249,No reviews
299,Samsung,Galaxy A24 4G ,6.5,6.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,22%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
